passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
1181.00 ,Vaibhav Butala,9-29-2022,22.00 ,625.02 ,3.88 
1182.00 ,Abram Bora,2-21-2023,83.00 ,1193.72 ,3.90 
1183.00 ,Rohan Kakar,8-27-2022,73.00 ,499.32 ,3.28 
1184.00 ,Madhup Desai,10-17-2022,96.00 ,635.86 ,3.83 
1185.00 ,Taimur Ramaswamy,4-18-2023,34.00 ,1111.00 ,3.22 
1186.00 ,Biju Mannan,8-24-2022,39.00 ,1890.49 ,4.87 
1187.00 ,Amira Ganesh,2-20-2023,89.00 ,1331.77 ,3.70 
1188.00 ,Manjari Krishna,07-08-2023,86.00 ,520.36 ,4.71 
1189.00 ,Drishya Chana,8-27-2022,38.00 ,1088.25 ,4.22 
1190.00 ,Hazel Bir,6-13-2023,32.00 ,418.91 ,3.00 
1191.00 ,Indrans Ray,06-03-2023,93.00 ,438.84 ,4.08 
1192.00 ,Raghav Shetty,12-03-2022,85.00 ,1699.24 ,4.80 
1193.00 ,Rania Solanki,10-01-2022,71.00 ,190.81 ,4.57 
1194.00 ,Shray Brahmbhatt,2-14-2023,66.00 ,1026.61 ,4.67 
1195.00 ,Alia Badal,08-11-2022,87.00 ,893.86 ,4.46 
1196.00 ,Ryan Ahluwalia,09-11-2022,57.00 ,1755.36 ,3.49 
1197.00 ,Saira Virk,10-26-2022,34.00 ,1186.90 ,4.98 
1198.00 ,Tiya Viswanathan,5-30-2023,66.00 ,573.18 ,3.51 
1199.00 ,Advik Brahmbhatt,2-23-2023,36.00 ,349.27 ,4.73 
1200.00 ,Miraan Walla,8-31-2022,74.00 ,779.03 ,3.32 
1201.00 ,Biju Yogi,10-27-2022,23.00 ,1805.66 ,3.25 
1202.00 ,Charvi Bansal,9-17-2022,56.00 ,1952.37 ,3.28 
1203.00 ,Aniruddh Boase,5-27-2023,28.00 ,832.56 ,3.70 
1204.00 ,Vihaan Bakshi,6-16-2023,35.00 ,1025.88 ,4.44 
1205.00 ,Vidur Kapadia,3-21-2023,56.00 ,875.99 ,3.25 
1206.00 ,Purab Rout,3-22-2023,69.00 ,1322.84 ,4.48 
1207.00 ,Anay Yadav,10-17-2022,40.00 ,1551.84 ,3.54 
1208.00 ,Raunak Gole,12-22-2022,70.00 ,549.73 ,3.35 
1209.00 ,Samarth Rout,11-15-2022,28.00 ,1383.69 ,3.57 
1210.00 ,Neysa Bal,01-05-2023,24.00 ,760.29 ,4.63 
1211.00 ,Nehmat Joshi,01-05-2023,56.00 ,1044.84 ,3.54 
1212.00 ,Anya Kannan,03-05-2023,36.00 ,1026.20 ,3.50 
1213.00 ,Saanvi Bandi,5-30-2023,11.00 ,1867.66 ,4.42 
1214.00 ,Parinaaz Garg,5-26-2023,54.00 ,1747.32 ,3.62 
1215.00 ,Hrishita Rama,9-16-2022,78.00 ,436.22 ,4.33 
1216.00 ,Nishith Aggarwal,4-28-2023,40.00 ,517.22 ,4.44 
1217.00 ,Heer Ahluwalia,3-25-2023,15.00 ,162.93 ,4.02 
1218.00 ,Tejas Sama,05-09-2023,63.00 ,1008.83 ,3.50 
1219.00 ,Samiha Tak,9-23-2022,30.00 ,727.19 ,4.47 
1220.00 ,Tanya Soni,08-12-2022,85.00 ,322.37 ,4.73 
1221.00 ,Khushi Bhandari,10-12-2022,89.00 ,788.90 ,4.29 
1222.00 ,Alia Saha,6-17-2023,57.00 ,1851.25 ,3.25 
1223.00 ,Jiya Lall,5-21-2023,19.00 ,1953.15 ,4.87 
1224.00 ,Stuvan Doctor,09-01-2022,72.00 ,1388.90 ,3.55 
1225.00 ,Indrans Kakar,9-19-2022,39.00 ,562.11 ,3.33 
1226.00 ,Shray Bhasin,2-15-2023,100.00 ,182.16 ,3.81 
1227.00 ,Ojas Saha,12-13-2022,74.00 ,779.09 ,4.24 
1228.00 ,Stuvan Mall,9-15-2022,48.00 ,377.40 ,3.62 
1229.00 ,Ayesha Dayal,4-17-2023,30.00 ,1294.76 ,4.96 
1230.00 ,Lakshay Yohannan,2-16-2023,33.00 ,104.60 ,3.97 
1231.00 ,Farhan Choudhary,03-07-2023,51.00 ,1976.66 ,3.10 
1232.00 ,Taimur Buch,10-11-2022,81.00 ,994.38 ,3.08 
1233.00 ,Aradhya Balan,03-06-2023,58.00 ,1115.68 ,3.42 
1234.00 ,Yuvraj  Sama,8-19-2022,59.00 ,1451.00 ,3.57 
1235.00 ,Sara Das,4-29-2023,55.00 ,1626.77 ,3.81 
1236.00 ,Vaibhav Ray,1-17-2023,62.00 ,839.64 ,3.95 
1237.00 ,Advika Dayal,5-23-2023,18.00 ,525.84 ,3.20 
1238.00 ,Nishith Dhaliwal,01-03-2023,94.00 ,1709.06 ,3.02 
1239.00 ,Rhea Ahuja,06-05-2023,84.00 ,1093.16 ,3.25 
1240.00 ,Baiju Biswas,02-09-2023,87.00 ,1931.88 ,3.29 
1241.00 ,Rati Ganesan,11-30-2022,56.00 ,777.90 ,4.28 
1242.00 ,Shalv Bahl,1-30-2023,92.00 ,475.22 ,4.56 
1243.00 ,Nishith Gopal,02-05-2023,93.00 ,467.63 ,3.44 
1244.00 ,Riaan Ray,5-22-2023,55.00 ,1499.10 ,4.79 
1245.00 ,Hridaan Sule,2-26-2023,45.00 ,1762.85 ,3.01 
1246.00 ,Siya Trivedi,9-17-2022,66.00 ,1441.87 ,4.89 
1247.00 ,Saira Sura,07-11-2023,53.00 ,825.12 ,3.36 
1248.00 ,Yuvraj  Bhargava,11-03-2022,19.00 ,1560.02 ,3.37 
1249.00 ,Indrajit Sarraf,1-25-2023,54.00 ,556.10 ,3.76 
1250.00 ,Rati De,02-03-2023,23.00 ,1782.18 ,3.57 
1251.00 ,Vanya Chopra,4-24-2023,26.00 ,126.58 ,4.38 
1252.00 ,Ishaan Bath,1-29-2023,69.00 ,853.96 ,4.17 
1253.00 ,Mahika Sawhney,04-07-2023,35.00 ,1588.00 ,4.58 
1254.00 ,Gokul Thakur,04-05-2023,47.00 ,676.50 ,4.74 
1255.00 ,Saksham Venkataraman,11-24-2022,97.00 ,479.39 ,3.46 
1256.00 ,Adah Tandon,03-09-2023,69.00 ,451.37 ,4.55 
1257.00 ,Mishti Randhawa,5-20-2023,52.00 ,1034.00 ,3.20 
1258.00 ,Shanaya Dugar,03-03-2023,20.00 ,1828.28 ,3.17 
1259.00 ,Sana Wable,05-04-2023,63.00 ,1376.70 ,4.57 
1260.00 ,Siya Mand,11-08-2022,73.00 ,1640.94 ,4.02 
1261.00 ,Devansh Comar,01-12-2023,64.00 ,191.69 ,3.62 
1262.00 ,Ivana Varughese,12-01-2022,25.00 ,1299.03 ,3.14 
1263.00 ,Nakul Setty,09-08-2022,38.00 ,533.56 ,3.03 
1264.00 ,Jayesh Sane,08-12-2022,62.00 ,1111.28 ,3.02 
1265.00 ,Himmat Bali,11-13-2022,50.00 ,1367.52 ,4.99 
1266.00 ,Yuvaan Deo,10-26-2022,22.00 ,1813.63 ,3.81 
1267.00 ,Dhanuk Wason,08-11-2022,32.00 ,820.23 ,3.91 
1268.00 ,Yuvaan De,05-05-2023,84.00 ,1292.82 ,3.46 
1269.00 ,Divij Kothari,4-30-2023,34.00 ,1055.61 ,3.55 
1270.00 ,Badal Khurana,1-14-2023,51.00 ,650.28 ,4.70 
1271.00 ,Rasha Sheth,4-23-2023,14.00 ,208.97 ,4.18 
1272.00 ,Stuvan Sahni,04-12-2023,11.00 ,1867.44 ,3.99 
1273.00 ,Mishti Wadhwa,10-12-2022,68.00 ,529.71 ,3.05 
1274.00 ,Purab Sinha,06-12-2023,94.00 ,503.61 ,4.84 
1275.00 ,Ira Dhar,09-06-2022,98.00 ,1332.60 ,3.03 
1276.00 ,Romil Aurora,6-19-2023,42.00 ,133.26 ,4.91 
1277.00 ,Prisha Rattan,12-11-2022,21.00 ,1580.53 ,3.37 
1278.00 ,Riaan Loyal,11-01-2022,61.00 ,1775.18 ,4.12 
1279.00 ,Aaina Uppal,12-12-2022,20.00 ,622.28 ,3.09 
1280.00 ,Vaibhav Roy,04-03-2023,19.00 ,1713.86 ,3.85 
1281.00 ,Indrajit Krishna,01-11-2023,81.00 ,1592.56 ,4.03 
1282.00 ,Ira Amble,5-15-2023,46.00 ,123.94 ,3.30 
1283.00 ,Uthkarsh Yogi,09-09-2022,62.00 ,690.46 ,4.46 
1284.00 ,Yuvraj  Behl,6-25-2023,96.00 ,1909.32 ,3.49 
1285.00 ,Shray Vasa,1-31-2023,94.00 ,1523.24 ,4.66 
1286.00 ,Lavanya Bawa,12-24-2022,69.00 ,304.03 ,3.94 
1287.00 ,Armaan Borah,12-10-2022,66.00 ,1038.76 ,4.99 
1288.00 ,Gatik Sani,12-30-2022,36.00 ,1395.88 ,3.20 
1289.00 ,Yuvraj  Chaudhari,07-09-2023,62.00 ,413.47 ,3.26 
1290.00 ,Miraan Datta,5-19-2023,22.00 ,1007.18 ,4.94 
1291.00 ,Alisha Jani,10-29-2022,64.00 ,982.13 ,4.20 
1292.00 ,Vidur Lad,5-23-2023,56.00 ,953.78 ,4.91 
1293.00 ,Divyansh Chandran,9-25-2022,54.00 ,479.75 ,4.97 
1294.00 ,Ira Chacko,12-09-2022,55.00 ,486.00 ,4.52 
1295.00 ,Baiju Bala,03-03-2023,65.00 ,931.99 ,4.05 
1296.00 ,Bhamini Hans,03-12-2023,63.00 ,201.40 ,3.25 
1297.00 ,Krish Taneja,1-23-2023,84.00 ,1882.26 ,3.66 
1298.00 ,Khushi Deol,8-22-2022,24.00 ,1516.10 ,3.32 
1299.00 ,Nayantara Soni,03-10-2023,31.00 ,1151.15 ,4.03 
1300.00 ,Dharmajan Banik,2-24-2023,11.00 ,523.77 ,3.13 
1301.00 ,Ela Anne,11-29-2022,61.00 ,1942.79 ,3.62 
1302.00 ,Yakshit Mani,1-16-2023,49.00 ,1174.16 ,4.84 
1303.00 ,Yuvraj  Maharaj,1-14-2023,31.00 ,1140.60 ,4.84 
1304.00 ,Kismat Aurora,03-01-2023,41.00 ,869.33 ,3.57 
1305.00 ,Yuvraj  Kaur,5-20-2023,40.00 ,1106.02 ,3.70 
1306.00 ,Zara Bhargava,05-10-2023,89.00 ,1771.86 ,3.26 
1307.00 ,Aarush Arya,12-28-2022,34.00 ,445.37 ,4.42 
1308.00 ,Aarush Zachariah,02-03-2023,70.00 ,837.47 ,3.26 
1309.00 ,Manikya Ramakrishnan,02-07-2023,88.00 ,1308.16 ,4.22 
1310.00 ,Purab Kata,06-04-2023,96.00 ,1829.99 ,4.83 
1311.00 ,Rohan Sur,01-09-2023,53.00 ,1947.70 ,3.42 
1312.00 ,Lagan Comar,05-02-2023,81.00 ,704.86 ,3.64 
1313.00 ,Emir Dayal,09-03-2022,61.00 ,720.24 ,3.84 
1314.00 ,Stuvan Upadhyay,06-12-2023,80.00 ,222.75 ,3.40 
1315.00 ,Adah Varty,4-19-2023,98.00 ,672.60 ,3.17 
1316.00 ,Neysa Khosla,11-28-2022,68.00 ,1908.93 ,4.76 
1317.00 ,Bhavin Acharya,07-05-2023,52.00 ,1916.90 ,3.19 
1318.00 ,Bhavin Rajagopal,12-03-2022,69.00 ,1426.29 ,4.95 
1319.00 ,Kanav Aggarwal,10-18-2022,26.00 ,1477.64 ,4.18 
1320.00 ,Jayesh Subramanian,2-16-2023,76.00 ,398.93 ,4.82 
1321.00 ,Jivika Saran,5-31-2023,88.00 ,553.40 ,3.72 
1322.00 ,Samaira Kata,01-09-2023,80.00 ,1649.50 ,4.25 
1323.00 ,Mahika Iyer,9-18-2022,59.00 ,485.83 ,4.79 
1324.00 ,Tejas Cheema,9-17-2022,98.00 ,1677.27 ,3.06 
1325.00 ,Himmat Kuruvilla,11-16-2022,43.00 ,595.21 ,4.40 
1326.00 ,Badal Raval,5-28-2023,88.00 ,1523.30 ,3.46 
1327.00 ,Kaira Bava,12-16-2022,45.00 ,1762.73 ,4.81 
1328.00 ,Seher Iyer,06-02-2023,16.00 ,868.67 ,4.55 
1329.00 ,Aayush Sharaf,10-30-2022,33.00 ,1092.64 ,3.40 
1330.00 ,Indrans Garg,9-16-2022,39.00 ,587.12 ,4.59 
1331.00 ,Ahana  Warrior,07-01-2023,45.00 ,987.27 ,4.48 
1332.00 ,Mannat Yogi,11-16-2022,60.00 ,1300.08 ,3.31 
1333.00 ,Ehsaan Khatri,2-26-2023,42.00 ,1242.35 ,3.75 
1334.00 ,Eva Gade,8-16-2022,93.00 ,1450.15 ,3.84 
1335.00 ,Umang Manda,05-06-2023,27.00 ,169.86 ,3.36 
1336.00 ,Zara Sahota,12-02-2022,46.00 ,625.02 ,4.00 
1337.00 ,Ehsaan Boase,04-08-2023,66.00 ,1063.52 ,4.32 
1338.00 ,Dharmajan Bail,12-14-2022,19.00 ,1564.12 ,3.86 
1339.00 ,Rasha Magar,07-01-2023,51.00 ,320.57 ,3.46 
1340.00 ,Samar Warrior,4-19-2023,87.00 ,1869.64 ,4.28 
1341.00 ,Heer Mani,4-14-2023,29.00 ,1076.89 ,4.83 
1342.00 ,Jayesh Chaudhary,09-11-2022,23.00 ,485.46 ,4.60 
1343.00 ,Ivan Krishnamurthy,5-18-2023,26.00 ,364.82 ,4.88 
1344.00 ,Nakul Bail,4-25-2023,77.00 ,1222.34 ,4.63 
1345.00 ,Elakshi Bath,09-01-2022,81.00 ,590.24 ,3.70 
1346.00 ,Dhanuk Samra,1-23-2023,24.00 ,648.99 ,3.31 
1347.00 ,Damini Kakar,2-23-2023,10.00 ,838.64 ,4.85 
1348.00 ,Neelofar Keer,06-02-2023,75.00 ,1463.88 ,4.91 
1349.00 ,Yashvi Chakraborty,1-27-2023,64.00 ,1591.64 ,3.33 
1350.00 ,Mannat Chaudhry,11-15-2022,59.00 ,755.73 ,4.01 
1351.00 ,Nitya Batra,07-06-2023,58.00 ,1375.89 ,3.29 
1352.00 ,Jayant Vala,8-31-2022,43.00 ,131.07 ,4.85 
1353.00 ,Romil Kadakia,5-19-2023,20.00 ,365.25 ,4.90 
1354.00 ,Taimur Sarin,06-12-2023,96.00 ,1680.64 ,3.12 
1355.00 ,Vritika Dada,05-07-2023,76.00 ,1221.69 ,3.99 
1356.00 ,Tiya Karpe,10-01-2022,33.00 ,960.79 ,3.65 
1357.00 ,Taimur Gera,8-28-2022,87.00 ,123.03 ,4.19 
1358.00 ,Anaya Balakrishnan,2-14-2023,14.00 ,214.61 ,4.29 
1359.00 ,Anahita Babu,1-30-2023,20.00 ,1148.92 ,3.11 
1360.00 ,Yuvaan Gole,04-09-2023,56.00 ,1195.76 ,4.65 
1361.00 ,Samar Ray,1-18-2023,49.00 ,288.31 ,3.89 
1362.00 ,Dishani Gara,11-16-2022,60.00 ,930.73 ,4.33 
1363.00 ,Nirvi Dyal,02-11-2023,47.00 ,1513.55 ,3.45 
1364.00 ,Fateh Thaker,6-15-2023,15.00 ,707.61 ,4.20 
1365.00 ,Kimaya Bera,5-30-2023,53.00 ,1750.86 ,3.99 
1366.00 ,Lakshit Ramakrishnan,05-09-2023,74.00 ,195.58 ,3.98 
1367.00 ,Nitara Sankaran,2-24-2023,17.00 ,968.55 ,4.87 
1368.00 ,Nayantara Kade,06-11-2023,21.00 ,1595.99 ,3.76 
1369.00 ,Gokul Sarna,2-25-2023,15.00 ,1767.98 ,3.38 
1370.00 ,Dhanuk Soman,2-20-2023,11.00 ,1638.45 ,4.81 
1371.00 ,Mohanlal De,9-29-2022,74.00 ,468.77 ,4.71 
1372.00 ,Arnav Mane,10-18-2022,32.00 ,588.55 ,4.62 
1373.00 ,Rhea Dayal,09-07-2022,98.00 ,1440.02 ,3.70 
1374.00 ,Elakshi Bahl,01-02-2023,86.00 ,1972.79 ,3.32 
1375.00 ,Kaira Kala,2-19-2023,85.00 ,329.97 ,4.55 
1376.00 ,Emir Tank,10-29-2022,68.00 ,759.13 ,3.09 
1377.00 ,Nayantara Raj,11-30-2022,24.00 ,1994.96 ,3.81 
1378.00 ,Kavya Das,12-14-2022,82.00 ,326.70 ,4.81 
1379.00 ,Keya Issac,09-08-2022,24.00 ,249.43 ,4.73 
1380.00 ,Anaya Sarin,03-09-2023,26.00 ,207.85 ,3.62 
1381.00 ,Sara Arya,11-05-2022,35.00 ,326.26 ,4.08 
1382.00 ,Riaan Dasgupta,10-01-2022,33.00 ,266.43 ,4.13 
1383.00 ,Mehul Kala,10-03-2022,97.00 ,172.99 ,3.23 
1384.00 ,Jhanvi Sule,2-27-2023,76.00 ,1005.20 ,4.59 
1385.00 ,Samaira Master,07-06-2023,78.00 ,1504.41 ,3.88 
1386.00 ,Riya Raja,1-22-2023,31.00 ,566.48 ,4.93 
1387.00 ,Rhea Sarkar,6-16-2023,75.00 ,829.58 ,4.85 
1388.00 ,Yuvaan Atwal,3-22-2023,39.00 ,989.65 ,3.06 
1389.00 ,Manjari Wable,3-30-2023,95.00 ,779.25 ,3.54 
1390.00 ,Myra Wagle,11-20-2022,64.00 ,1946.05 ,3.69 
1391.00 ,Dhanush Datta,5-20-2023,72.00 ,1285.23 ,3.83 
1392.00 ,Jayesh Char,01-05-2023,26.00 ,593.88 ,4.33 
1393.00 ,Kartik Yadav,11-03-2022,81.00 ,553.97 ,4.29 
1394.00 ,Madhup Bahl,1-17-2023,40.00 ,606.02 ,4.58 
1395.00 ,Rati Viswanathan,10-12-2022,71.00 ,236.40 ,4.36 
1396.00 ,Shalv Bath,10-12-2022,100.00 ,1886.10 ,4.73 
1397.00 ,Rasha Bora,03-07-2023,64.00 ,1378.15 ,3.28 
1398.00 ,Zoya Anne,12-22-2022,25.00 ,1528.84 ,3.76 
1399.00 ,Ayesha Aurora,9-22-2022,34.00 ,886.01 ,4.79 
1400.00 ,Aarna Bajaj,02-10-2023,33.00 ,734.34 ,4.21 
1401.00 ,Ishaan Sani,11-03-2022,21.00 ,1001.55 ,4.86 
1402.00 ,Priyansh Malhotra,10-08-2022,96.00 ,945.52 ,4.16 
1403.00 ,Piya Dada,11-28-2022,75.00 ,941.69 ,4.05 
1404.00 ,Tara Bhargava,01-12-2023,18.00 ,1652.22 ,3.92 
1405.00 ,Navya Mani,01-06-2023,71.00 ,355.64 ,4.47 
1406.00 ,Vritika Kapur,12-04-2022,28.00 ,132.73 ,3.50 
1407.00 ,Tarini Upadhyay,11-21-2022,62.00 ,980.50 ,4.32 
1408.00 ,Keya Chaudhry,11-13-2022,60.00 ,270.06 ,3.10 
1409.00 ,Romil Mallick,10-20-2022,88.00 ,1227.69 ,3.21 
1410.00 ,Saanvi Tara,5-15-2023,12.00 ,137.48 ,4.20 
1411.00 ,Rania Saxena,07-10-2023,63.00 ,524.19 ,4.75 
1412.00 ,Renee Dey,12-04-2022,32.00 ,808.30 ,3.46 
1413.00 ,Aarna Badal,8-22-2022,46.00 ,1068.94 ,3.08 
1414.00 ,Taimur Dewan,10-01-2022,86.00 ,1331.31 ,3.68 
1415.00 ,Ranbir Varma,10-12-2022,62.00 ,1789.11 ,4.00 
1416.00 ,Seher De,1-29-2023,25.00 ,1418.64 ,4.03 
1417.00 ,Lakshit Verma,8-18-2022,54.00 ,441.06 ,4.00 
1418.00 ,Shaan Varkey,8-15-2022,52.00 ,1472.06 ,4.12 
1419.00 ,Nishith Issac,1-26-2023,51.00 ,1798.84 ,3.64 
1420.00 ,Aaina Ghose,4-24-2023,57.00 ,1679.44 ,3.38 
1421.00 ,Neysa Loyal,06-04-2023,70.00 ,1625.10 ,4.35 
1422.00 ,Farhan Khare,9-27-2022,18.00 ,722.35 ,3.26 
1423.00 ,Ahana  Krish,11-21-2022,33.00 ,449.83 ,3.67 
1424.00 ,Aaryahi Bhalla,8-21-2022,79.00 ,260.38 ,3.14 
1425.00 ,Ehsaan Loyal,11-16-2022,94.00 ,737.67 ,4.68 
1426.00 ,Pari Kaul,06-01-2023,71.00 ,608.59 ,4.87 
1427.00 ,Kimaya Krish,12-20-2022,10.00 ,224.07 ,4.87 
1428.00 ,Shaan Joshi,12-10-2022,49.00 ,1411.77 ,4.00 
1429.00 ,Sahil Edwin,4-18-2023,86.00 ,269.17 ,4.42 
1430.00 ,Amira Gokhale,2-28-2023,17.00 ,551.42 ,3.41 
1431.00 ,Jivin Arora,3-18-2023,76.00 ,237.18 ,4.83 
1432.00 ,Hazel Kaur,10-05-2022,58.00 ,1116.60 ,3.23 
1433.00 ,Adah Singh,12-25-2022,18.00 ,1813.71 ,4.29 
1434.00 ,Saanvi Saraf,6-22-2023,84.00 ,140.57 ,4.76 
1435.00 ,Yasmin Ramakrishnan,10-15-2022,13.00 ,1400.24 ,4.24 
1436.00 ,Lavanya Dey,05-04-2023,55.00 ,615.01 ,3.14 
1437.00 ,Shamik Rege,10-22-2022,29.00 ,817.90 ,3.93 
1438.00 ,Hrishita Srivastava,10-22-2022,52.00 ,1943.34 ,4.38 
1439.00 ,Eshani Dixit,03-08-2023,88.00 ,721.69 ,3.47 
1440.00 ,Misha Chand,10-20-2022,53.00 ,1271.69 ,3.49 
1441.00 ,Rati Gopal,3-26-2023,56.00 ,781.24 ,3.98 
1442.00 ,Bhavin Lalla,01-10-2023,67.00 ,979.80 ,4.46 
1443.00 ,Lakshay Mand,09-05-2022,90.00 ,1792.94 ,3.65 
1444.00 ,Tejas Wali,05-08-2023,32.00 ,1522.92 ,3.73 
1445.00 ,Kiara Shroff,05-07-2023,57.00 ,732.66 ,3.77 
1446.00 ,Saanvi Buch,10-24-2022,68.00 ,846.05 ,3.27 
1447.00 ,Diya Ganesan,9-20-2022,98.00 ,782.65 ,3.54 
1448.00 ,Kanav Sama,2-27-2023,61.00 ,1316.84 ,3.41 
1449.00 ,Hrishita Atwal,09-01-2022,77.00 ,1371.00 ,4.26 
1450.00 ,Saanvi Sastry,06-11-2023,53.00 ,877.40 ,4.20 
1451.00 ,Eva Kara,12-08-2022,81.00 ,475.83 ,4.22 
1452.00 ,Ishaan Varughese,06-02-2023,40.00 ,896.34 ,3.18 
1453.00 ,Mahika Som,06-11-2023,15.00 ,1535.76 ,3.19 
1454.00 ,Anvi Khurana,03-10-2023,87.00 ,696.41 ,3.02 
1455.00 ,Baiju Bobal,9-20-2022,84.00 ,391.58 ,4.76 
1456.00 ,Saira Grewal,01-09-2023,50.00 ,653.52 ,3.23 
1457.00 ,Dharmajan Sane,12-31-2022,31.00 ,1262.34 ,3.80 
1458.00 ,Advika Virk,5-31-2023,70.00 ,1445.55 ,4.96 
1459.00 ,Nehmat Bhandari,01-01-2023,81.00 ,956.13 ,4.81 
1460.00 ,Alisha Master,3-29-2023,22.00 ,1267.07 ,3.39 
1461.00 ,Seher Ramesh,6-24-2023,74.00 ,1412.34 ,3.88 
1462.00 ,Lavanya Shukla,07-08-2023,58.00 ,853.43 ,3.52 
1463.00 ,Dishani Shenoy,11-28-2022,48.00 ,498.31 ,4.75 
1464.00 ,Rania Basak,01-02-2023,69.00 ,1489.60 ,3.22 
1465.00 ,Arnav Seth,3-21-2023,60.00 ,1745.03 ,3.30 
1466.00 ,Anahi Wagle,3-22-2023,80.00 ,1003.71 ,4.15 
1467.00 ,Miraya Ram,06-03-2023,95.00 ,119.70 ,4.13 
1468.00 ,Jivin Krish,06-02-2023,62.00 ,1249.67 ,4.23 
1469.00 ,Purab Bhatt,8-31-2022,10.00 ,1749.70 ,4.33 
1470.00 ,Dhanuk Desai,01-02-2023,96.00 ,1153.39 ,4.59 
1471.00 ,Keya Savant,01-01-2023,20.00 ,1358.57 ,3.43 
1472.00 ,Tanya Sawhney,02-10-2023,97.00 ,1545.33 ,3.71 
1473.00 ,Adah Tailor,2-17-2023,44.00 ,1832.72 ,4.78 
1474.00 ,Aayush Banik,10-03-2022,67.00 ,1463.95 ,4.15 
1475.00 ,Lakshit Krishnan,5-18-2023,51.00 ,219.37 ,4.26 
1476.00 ,Urvi Mangat,8-22-2022,93.00 ,1080.49 ,3.39 
1477.00 ,Vanya Borde,11-11-2022,67.00 ,151.54 ,3.32 
1478.00 ,Prisha Bansal,05-01-2023,40.00 ,747.96 ,3.22 
1479.00 ,Umang Edwin,3-21-2023,29.00 ,752.50 ,3.58 
1480.00 ,Shaan Chand,4-29-2023,33.00 ,754.25 ,3.54 
1481.00 ,Kartik Bhandari,01-04-2023,42.00 ,178.55 ,4.15 
1482.00 ,Raunak Contractor,6-17-2023,81.00 ,1897.93 ,3.27 
1483.00 ,Ishaan Arya,9-16-2022,12.00 ,865.87 ,3.38 
1484.00 ,Riya Bhagat,10-21-2022,71.00 ,599.71 ,3.01 
1485.00 ,Anahita Chad,03-12-2023,42.00 ,1863.44 ,3.49 
1486.00 ,Vihaan Bedi,1-14-2023,52.00 ,906.37 ,4.58 
1487.00 ,Zara Bandi,5-23-2023,98.00 ,1929.19 ,3.53 
1488.00 ,Neelofar Sawhney,9-30-2022,12.00 ,904.08 ,3.64 
1489.00 ,Suhana Raval,12-15-2022,99.00 ,1654.07 ,3.10 
1490.00 ,Aaina Sawhney,11-13-2022,95.00 ,1483.32 ,3.86 
1491.00 ,Gokul Kapadia,02-01-2023,58.00 ,1760.57 ,4.68 
1492.00 ,Krish Bava,2-26-2023,47.00 ,1989.25 ,3.03 
1493.00 ,Jivin Ravel,05-04-2023,100.00 ,1011.53 ,3.42 
1494.00 ,Faiyaz Kulkarni,10-05-2022,70.00 ,1428.41 ,3.48 
1495.00 ,Dishani Mahal,6-25-2023,30.00 ,324.77 ,3.82 
1496.00 ,Purab Majumdar,5-18-2023,54.00 ,755.81 ,4.93 
1497.00 ,Alia Sharaf,11-24-2022,64.00 ,502.57 ,3.02 
1498.00 ,Jayan Kaur,8-21-2022,51.00 ,334.64 ,3.58 
1499.00 ,Taimur Gade,07-11-2023,64.00 ,1023.61 ,3.37 
1500.00 ,Samarth Bhatt,1-19-2023,55.00 ,1027.44 ,4.33 
1501.00 ,Shalv Chander,5-24-2023,59.00 ,1552.60 ,4.49 
1502.00 ,Miraya Taneja,6-17-2023,44.00 ,1714.15 ,3.58 
1503.00 ,Alisha Banerjee,02-08-2023,91.00 ,1236.17 ,4.81 
1504.00 ,Zara Konda,9-22-2022,60.00 ,863.78 ,4.79 
1505.00 ,Indrans Loke,4-25-2023,55.00 ,1511.87 ,3.54 
1506.00 ,Krish Sarkar,8-25-2022,14.00 ,969.27 ,4.39 
1507.00 ,Zoya Kala,04-04-2023,42.00 ,1912.53 ,4.34 
1508.00 ,Taimur Randhawa,03-02-2023,64.00 ,618.98 ,4.82 
1509.00 ,Raghav Khatri,04-02-2023,23.00 ,624.55 ,4.55 
1510.00 ,Keya Dugar,06-11-2023,38.00 ,289.18 ,4.87 
1511.00 ,Himmat Bath,12-25-2022,98.00 ,1417.49 ,3.15 
1512.00 ,Anahi Bali,01-11-2023,36.00 ,1168.46 ,4.08 
1513.00 ,Madhav Sidhu,04-10-2023,21.00 ,1265.63 ,4.05 
1514.00 ,Shayak Saha,4-20-2023,58.00 ,119.79 ,3.92 
1515.00 ,Vritika Master,4-21-2023,92.00 ,506.85 ,3.28 
1516.00 ,Romil Batra,05-11-2023,85.00 ,1008.32 ,4.39 
1517.00 ,Advik Dora,12-24-2022,69.00 ,111.71 ,3.83 
1518.00 ,Parinaaz Bobal,02-05-2023,42.00 ,114.89 ,4.16 
1519.00 ,Elakshi Bahri,10-11-2022,19.00 ,217.94 ,4.11 
1520.00 ,Zoya Bhasin,1-26-2023,76.00 ,533.82 ,4.41 
1521.00 ,Shaan Dewan,06-03-2023,44.00 ,1868.36 ,3.12 
1522.00 ,Aradhya Chokshi,8-29-2022,93.00 ,1965.31 ,3.84 
1523.00 ,Samaira Sunder,5-23-2023,81.00 ,1185.78 ,3.56 
1524.00 ,Armaan Bose,1-17-2023,14.00 ,924.77 ,3.22 
1525.00 ,Ayesha Ramanathan,3-18-2023,63.00 ,1652.51 ,4.28 
