driver_id,driver_name,join_date,rating,total_rides,earnings
1263.00 ,Pranay Baria,12-01-2022,3.07 ,60.00 ,2124.88 
1264.00 ,Jiya Kar,2-25-2023,4.30 ,260.00 ,2253.75 
1265.00 ,Shalv Bhandari,11-15-2022,4.23 ,76.00 ,744.94 
1266.00 ,Tanya Shah,08-02-2023,4.01 ,327.00 ,3844.91 
1267.00 ,Eshani Bhatti,5-27-2023,3.54 ,98.00 ,502.24 
1268.00 ,Shray Char,08-05-2023,4.86 ,67.00 ,1586.92 
1269.00 ,Reyansh Srinivas,4-15-2023,4.03 ,416.00 ,1409.57 
1270.00 ,Keya Choudhary,01-03-2023,4.11 ,151.00 ,2674.60 
1271.00 ,Jayant Sama,07-05-2023,4.61 ,222.00 ,603.89 
1272.00 ,Yasmin Raja,10-02-2022,4.16 ,79.00 ,4135.17 
1273.00 ,Kavya Bose,7-29-2023,4.27 ,321.00 ,3205.89 
1274.00 ,Mohanlal Venkatesh,10-24-2022,4.25 ,441.00 ,641.00 
1275.00 ,Anaya Iyer,8-26-2022,4.97 ,260.00 ,2587.98 
1276.00 ,Nehmat Jha,1-24-2023,4.78 ,316.00 ,1835.13 
1277.00 ,Elakshi Hegde,01-11-2023,4.40 ,120.00 ,864.08 
1278.00 ,Lagan Keer,9-19-2022,3.92 ,332.00 ,546.09 
1279.00 ,Ela Mallick,06-09-2023,3.16 ,417.00 ,1110.23 
1280.00 ,Emir Sur,07-06-2023,4.32 ,304.00 ,3881.94 
1281.00 ,Anahita Iyengar,06-09-2023,4.11 ,418.00 ,4886.03 
1282.00 ,Rohan Uppal,8-27-2022,4.42 ,264.00 ,3902.17 
1283.00 ,Eva Venkataraman,1-20-2023,3.69 ,303.00 ,1724.96 
1284.00 ,Rasha Tandon,07-12-2023,3.87 ,394.00 ,2286.06 
1285.00 ,Sara Bajaj,04-12-2023,3.90 ,134.00 ,3115.64 
1286.00 ,Drishya Mane,11-17-2022,4.35 ,161.00 ,1146.60 
1287.00 ,Krish Mallick,7-16-2023,3.30 ,392.00 ,3189.78 
1288.00 ,Raunak Doshi,8-28-2022,4.45 ,251.00 ,3591.42 
1289.00 ,Faiyaz Keer,08-03-2023,3.05 ,316.00 ,2877.00 
1290.00 ,Shaan Venkatesh,05-02-2023,4.20 ,406.00 ,2438.98 
1291.00 ,Diya Sodhi,6-20-2023,3.88 ,307.00 ,1527.94 
1292.00 ,Badal Karnik,07-02-2023,4.50 ,194.00 ,956.64 
1293.00 ,Piya Bahri,03-05-2023,4.88 ,308.00 ,1974.49 
1294.00 ,Miraya Dyal,11-21-2022,3.37 ,97.00 ,1402.00 
1295.00 ,Anika Boase,7-22-2023,3.30 ,88.00 ,3313.55 
1296.00 ,Vidur Dasgupta,04-08-2023,3.94 ,60.00 ,2404.13 
1297.00 ,Mahika Bahri,11-30-2022,4.35 ,140.00 ,989.54 
1298.00 ,Vidur Chadha,02-04-2023,3.84 ,117.00 ,3836.04 
1299.00 ,Hansh Sood,4-26-2023,4.90 ,495.00 ,3841.41 
1300.00 ,Sahil Vasa,2-15-2023,3.96 ,270.00 ,2982.72 
1301.00 ,Hansh Sami,09-11-2022,3.77 ,59.00 ,4283.98 
1302.00 ,Dhanuk Madan,07-05-2023,4.40 ,90.00 ,1715.02 
1303.00 ,Romil Khosla,06-09-2023,4.80 ,322.00 ,2581.63 
1304.00 ,Raghav Lata,10-04-2022,3.99 ,430.00 ,2256.02 
1305.00 ,Shayak Kale,02-11-2023,3.19 ,70.00 ,3008.24 
1306.00 ,Shlok Bedi,07-11-2023,3.57 ,389.00 ,3138.70 
1307.00 ,Neysa Handa,11-05-2022,4.96 ,86.00 ,1525.55 
1308.00 ,Anahi Dada,10-09-2022,3.95 ,438.00 ,4046.49 
1309.00 ,Kavya Madan,2-20-2023,3.39 ,321.00 ,2483.77 
1310.00 ,Ivana Chaudhry,12-11-2022,4.19 ,488.00 ,4691.27 
1311.00 ,Gatik Luthra,2-15-2023,3.65 ,297.00 ,3715.77 
1312.00 ,Arnav Deo,10-23-2022,4.80 ,263.00 ,1168.45 
1313.00 ,Lavanya Bhattacharyya,12-31-2022,4.53 ,351.00 ,2581.61 
1314.00 ,Myra Chaudhary,4-29-2023,3.42 ,393.00 ,2406.29 
1315.00 ,Riaan Shetty,06-03-2023,4.02 ,283.00 ,4603.74 
1316.00 ,Anvi Upadhyay,10-01-2022,4.39 ,101.00 ,1352.78 
1317.00 ,Nakul Barad,11-01-2022,4.97 ,363.00 ,3808.48 
1318.00 ,Miraan Viswanathan,3-23-2023,3.49 ,171.00 ,2517.02 
1319.00 ,Prisha Tank,06-02-2023,4.05 ,285.00 ,1058.97 
1320.00 ,Tanya Thaman,3-17-2023,3.97 ,384.00 ,578.23 
1321.00 ,Charvi Dua,11-26-2022,3.88 ,95.00 ,1011.83 
1322.00 ,Misha Karan,05-12-2023,3.02 ,265.00 ,3978.39 
1323.00 ,Ranbir Dey,2-22-2023,4.10 ,291.00 ,4132.99 
1324.00 ,Faiyaz Balasubramanian,12-17-2022,4.30 ,335.00 ,4890.31 
1325.00 ,Vidur Venkataraman,01-12-2023,3.40 ,211.00 ,3768.78 
1326.00 ,Mishti Kothari,11-01-2022,3.41 ,97.00 ,2205.52 
1327.00 ,Jayant Korpal,11-03-2022,3.55 ,71.00 ,4448.82 
1328.00 ,Dhanush Batta,5-23-2023,4.11 ,85.00 ,2505.04 
1329.00 ,Nitya Rege,10-28-2022,3.54 ,435.00 ,1319.53 
1330.00 ,Aarna Venkataraman,06-06-2023,3.90 ,80.00 ,4389.57 
1331.00 ,Indranil Basak,5-23-2023,4.66 ,379.00 ,3713.75 
1332.00 ,Azad Garde,5-30-2023,4.38 ,117.00 ,1633.22 
1333.00 ,Dhruv Dara,9-30-2022,4.10 ,260.00 ,4129.55 
1334.00 ,Jayesh Basu,11-30-2022,4.60 ,159.00 ,614.08 
1335.00 ,Kiaan Upadhyay,10-10-2022,3.72 ,475.00 ,2047.60 
1336.00 ,Ayesha Chana,10-08-2022,3.84 ,405.00 ,4028.18 
1337.00 ,Sana Bhargava,7-24-2023,4.32 ,453.00 ,1020.94 
1338.00 ,Prerak Savant,05-05-2023,4.52 ,357.00 ,724.70 
1339.00 ,Samaira Toor,04-06-2023,4.41 ,381.00 ,1063.45 
1340.00 ,Saanvi Venkatesh,03-10-2023,3.66 ,81.00 ,2976.52 
1341.00 ,Devansh Dhar,2-27-2023,3.22 ,354.00 ,4903.92 
1342.00 ,Zeeshan Vohra,11-07-2022,3.47 ,495.00 ,2252.83 
1343.00 ,Amani Kannan,03-02-2023,3.54 ,433.00 ,1151.59 
1344.00 ,Bhavin Soni,04-06-2023,3.03 ,280.00 ,4686.41 
1345.00 ,Anahita Gill,5-30-2023,3.93 ,408.00 ,4951.56 
1346.00 ,Riya Kanda,06-09-2023,3.01 ,105.00 ,2800.56 
1347.00 ,Rohan Kalla,9-19-2022,3.04 ,494.00 ,557.40 
1348.00 ,Elakshi Kannan,9-28-2022,4.13 ,328.00 ,4884.65 
1349.00 ,Sara Tara,8-16-2022,3.54 ,70.00 ,4329.63 
1350.00 ,Vaibhav Kaul,08-05-2023,4.44 ,363.00 ,679.15 
1351.00 ,Kartik Buch,4-28-2023,4.07 ,401.00 ,1666.18 
1352.00 ,Aniruddh Handa,1-15-2023,4.98 ,428.00 ,2385.62 
1353.00 ,Neysa Atwal,8-27-2022,4.45 ,146.00 ,4154.28 
1354.00 ,Shanaya Sridhar,06-01-2023,3.81 ,413.00 ,3990.77 
1355.00 ,Aradhya Maharaj,6-22-2023,4.60 ,217.00 ,1784.09 
1356.00 ,Dhanush Sangha,03-04-2023,3.04 ,319.00 ,4681.82 
1357.00 ,Yashvi Mand,5-14-2023,3.19 ,90.00 ,3036.80 
1358.00 ,Baiju Kant,08-11-2022,4.23 ,360.00 ,3638.81 
1359.00 ,Kiara Borah,03-07-2023,4.26 ,401.00 ,3557.03 
1360.00 ,Ishaan Viswanathan,07-12-2023,4.16 ,89.00 ,4275.73 
1361.00 ,Vihaan Sathe,03-05-2023,4.99 ,359.00 ,528.22 
1362.00 ,Sumer Swaminathan,11-16-2022,4.03 ,235.00 ,1601.84 
1363.00 ,Piya Tata,01-06-2023,4.27 ,392.00 ,3063.92 
1364.00 ,Parinaaz Ram,5-27-2023,3.48 ,190.00 ,1115.10 
1365.00 ,Pranay Dash,02-02-2023,4.99 ,483.00 ,1857.79 
1366.00 ,Jayant Swaminathan,01-09-2023,4.21 ,136.00 ,1403.12 
1367.00 ,Vanya Ramesh,04-03-2023,3.66 ,176.00 ,3957.35 
1368.00 ,Rania Brar,8-13-2022,3.56 ,206.00 ,1062.26 
1369.00 ,Navya Agrawal,03-04-2023,4.35 ,273.00 ,1678.63 
1370.00 ,Sumer Garg,09-04-2022,4.11 ,296.00 ,2013.76 
1371.00 ,Jayan Ram,01-10-2023,3.07 ,88.00 ,761.79 
1372.00 ,Urvi Sura,09-08-2022,3.02 ,202.00 ,3664.50 
1373.00 ,Vedika Som,5-22-2023,4.97 ,212.00 ,3434.17 
1374.00 ,Nitara Chawla,8-20-2022,4.64 ,76.00 ,3788.06 
1375.00 ,Onkar D’Alia,3-14-2023,3.33 ,312.00 ,3723.49 
1376.00 ,Armaan Salvi,04-05-2023,4.12 ,233.00 ,4292.61 
1377.00 ,Divit Sura,4-17-2023,4.69 ,475.00 ,2071.76 
1378.00 ,Indrans Ramanathan,01-10-2023,3.12 ,429.00 ,3486.65 
1379.00 ,Devansh Vasa,02-11-2023,3.24 ,475.00 ,1624.32 
1380.00 ,Mishti Khalsa,7-19-2023,3.08 ,421.00 ,3646.37 
1381.00 ,Zara Dyal,4-23-2023,4.17 ,468.00 ,4915.95 
1382.00 ,Stuvan Badal,08-02-2023,3.48 ,430.00 ,2849.63 
1383.00 ,Purab Sane,4-17-2023,4.69 ,469.00 ,1047.53 
1384.00 ,Indrajit Ghosh,10-07-2022,4.11 ,350.00 ,2721.69 
1385.00 ,Amani Choudhry,12-11-2022,3.94 ,465.00 ,814.28 
1386.00 ,Hunar Behl,8-31-2022,3.42 ,73.00 ,4081.50 
1387.00 ,Urvi Chawla,3-29-2023,3.65 ,493.00 ,4426.52 
1388.00 ,Shalv Borah,6-18-2023,3.02 ,484.00 ,3824.39 
1389.00 ,Kavya Soman,10-30-2022,4.06 ,391.00 ,2967.47 
1390.00 ,Neysa Rajagopal,4-22-2023,4.90 ,321.00 ,2895.14 
1391.00 ,Shray Sagar,9-27-2022,4.63 ,236.00 ,988.19 
1392.00 ,Seher Bhasin,7-22-2023,4.08 ,182.00 ,4314.67 
1393.00 ,Indrans Zachariah,2-23-2023,4.08 ,409.00 ,1686.29 
1394.00 ,Shray Jain,9-14-2022,4.76 ,462.00 ,1755.18 
1395.00 ,Yashvi Solanki,05-01-2023,3.30 ,257.00 ,3733.24 
1396.00 ,Anahita Tank,5-19-2023,4.20 ,209.00 ,4025.66 
1397.00 ,Inaaya  Saha,10-02-2022,4.99 ,312.00 ,2519.39 
1398.00 ,Charvi Hayre,5-26-2023,4.11 ,109.00 ,4292.17 
1399.00 ,Anahi Ratti,10-23-2022,4.40 ,335.00 ,3853.46 
1400.00 ,Rasha Sridhar,04-01-2023,4.99 ,485.00 ,2241.26 
1401.00 ,Lakshit Ram,2-18-2023,3.94 ,439.00 ,2763.35 
1402.00 ,Romil Basu,3-22-2023,4.41 ,98.00 ,3545.53 
1403.00 ,Gatik Sahni,3-21-2023,4.06 ,165.00 ,3603.17 
1404.00 ,Advik Chauhan,09-09-2022,4.87 ,97.00 ,1377.03 
1405.00 ,Stuvan Subramaniam,11-19-2022,3.97 ,375.00 ,644.60 
1406.00 ,Riya Yohannan,3-27-2023,4.86 ,465.00 ,3365.44 
1407.00 ,Kiara Lal,10-02-2022,4.79 ,453.00 ,4479.57 
1408.00 ,Nirvi Bhattacharyya,2-17-2023,3.77 ,141.00 ,632.16 
1409.00 ,Vihaan Iyer,9-21-2022,3.65 ,458.00 ,504.79 
1410.00 ,Suhana Sandal,10-31-2022,4.56 ,335.00 ,2921.20 
1411.00 ,Zain Dugal,8-21-2022,3.12 ,384.00 ,4141.25 
1412.00 ,Inaaya  Deshmukh,4-28-2023,4.54 ,263.00 ,4943.75 
1413.00 ,Uthkarsh Rau,1-28-2023,3.55 ,193.00 ,2143.07 
1414.00 ,Ranbir Bhasin,3-23-2023,4.91 ,143.00 ,1177.24 
1415.00 ,Lakshit Dara,9-22-2022,3.27 ,496.00 ,2304.63 
1416.00 ,Umang Chand,9-24-2022,3.50 ,195.00 ,2541.13 
1417.00 ,Ryan Sethi,8-26-2022,3.87 ,344.00 ,3771.36 
1418.00 ,Rohan Bansal,06-05-2023,3.22 ,490.00 ,3908.58 
1419.00 ,Trisha Sheth,12-15-2022,4.19 ,105.00 ,2526.46 
1420.00 ,Zeeshan Malhotra,12-24-2022,3.91 ,300.00 ,1383.11 
1421.00 ,Kimaya Bhavsar,2-20-2023,3.53 ,277.00 ,2019.98 
1422.00 ,Shray Sem,2-24-2023,4.40 ,452.00 ,4408.64 
1423.00 ,Samarth Dora,1-26-2023,3.74 ,54.00 ,2471.13 
1424.00 ,Rati Lanka,01-09-2023,3.23 ,315.00 ,1867.49 
1425.00 ,Armaan Tak,12-26-2022,4.67 ,141.00 ,3285.13 
1426.00 ,Shray Kibe,04-11-2023,3.66 ,138.00 ,3936.99 
1427.00 ,Gatik Chakraborty,04-12-2023,4.24 ,136.00 ,1420.16 
1428.00 ,Kanav Barad,12-24-2022,4.46 ,122.00 ,1269.89 
1429.00 ,Ryan Saran,01-05-2023,4.77 ,93.00 ,4010.92 
1430.00 ,Alisha Bir,1-23-2023,4.48 ,316.00 ,4895.69 
1431.00 ,Zaina Koshy,05-02-2023,4.44 ,73.00 ,4176.80 
1432.00 ,Abram Savant,12-15-2022,4.22 ,65.00 ,4315.37 
1433.00 ,Kismat Jani,05-03-2023,4.52 ,116.00 ,3452.39 
1434.00 ,Ela Sastry,7-29-2023,3.14 ,222.00 ,3887.68 
1435.00 ,Devansh Dar,10-03-2022,3.71 ,440.00 ,1178.71 
1436.00 ,Hunar Warrior,10-13-2022,4.41 ,332.00 ,3311.46 
1437.00 ,Mannat Mannan,6-18-2023,3.64 ,412.00 ,2236.65 
1438.00 ,Oorja Ghosh,7-25-2023,3.59 ,285.00 ,1117.82 
1439.00 ,Lavanya Vyas,11-11-2022,4.71 ,308.00 ,2865.43 
1440.00 ,Advik Mani,01-10-2023,3.18 ,457.00 ,2890.68 
1441.00 ,Indranil Golla,10-15-2022,4.59 ,146.00 ,3848.75 
1442.00 ,Samiha Apte,2-19-2023,4.72 ,219.00 ,4670.37 
1443.00 ,Azad Bhardwaj,4-30-2023,4.19 ,237.00 ,1959.63 
1444.00 ,Shamik Anand,8-27-2022,4.93 ,205.00 ,3505.40 
1445.00 ,Biju Subramanian,2-24-2023,3.74 ,265.00 ,930.03 
1446.00 ,Mishti Bhandari,1-24-2023,4.80 ,74.00 ,1304.40 
1447.00 ,Urvi Zacharia,9-26-2022,3.52 ,476.00 ,1580.52 
1448.00 ,Madhav Jain,2-16-2023,4.03 ,409.00 ,2887.53 
1449.00 ,Advik Thaker,07-09-2023,3.51 ,134.00 ,2304.47 
1450.00 ,Priyansh Kata,12-22-2022,4.55 ,406.00 ,1841.82 
1451.00 ,Ira Mall,11-11-2022,3.47 ,485.00 ,3643.16 
1452.00 ,Devansh Uppal,1-26-2023,4.60 ,391.00 ,3717.47 
1453.00 ,Amira Krishnan,10-19-2022,3.35 ,188.00 ,4644.21 
1454.00 ,Shayak Dyal,05-04-2023,3.35 ,114.00 ,1445.83 
1455.00 ,Ryan Dube,02-11-2023,4.52 ,206.00 ,4208.90 
1456.00 ,Samar Rajan,10-30-2022,4.57 ,97.00 ,799.15 
1457.00 ,Charvi Kala,03-11-2023,4.16 ,118.00 ,1439.10 
1458.00 ,Shray Borde,04-04-2023,4.61 ,153.00 ,4315.77 
1459.00 ,Suhana Vig,05-02-2023,3.75 ,321.00 ,4846.86 
1460.00 ,Ayesha Chahal,11-08-2022,3.89 ,455.00 ,4274.40 
1461.00 ,Myra Maharaj,1-26-2023,4.27 ,322.00 ,1405.65 
1462.00 ,Navya Lall,01-11-2023,4.38 ,452.00 ,1836.28 
1463.00 ,Shamik Dyal,04-01-2023,3.90 ,430.00 ,3782.61 
1464.00 ,Oorja Sibal,1-19-2023,3.78 ,378.00 ,689.95 
1465.00 ,Anahi Ghose,6-19-2023,3.05 ,176.00 ,2494.06 
1466.00 ,Dhruv Amble,11-25-2022,4.41 ,463.00 ,556.99 
1467.00 ,Manikya Banik,6-20-2023,4.50 ,57.00 ,3842.88 
1468.00 ,Anahita Sem,5-16-2023,3.36 ,99.00 ,4474.54 
1469.00 ,Ayesha Chaudhari,08-08-2023,4.63 ,51.00 ,2490.21 
1470.00 ,Nirvaan Keer,2-15-2023,4.88 ,97.00 ,2075.11 
1471.00 ,Misha Goswami,11-16-2022,3.84 ,220.00 ,4811.66 
1472.00 ,Kabir Varughese,02-02-2023,4.36 ,413.00 ,3650.39 
1473.00 ,Yuvaan Sur,04-11-2023,4.37 ,293.00 ,1258.15 
1474.00 ,Sana Suri,5-26-2023,3.99 ,318.00 ,4874.29 
1475.00 ,Eshani Cheema,8-21-2022,3.94 ,440.00 ,3562.72 
1476.00 ,Charvi Soni,12-22-2022,3.97 ,430.00 ,3590.27 
1477.00 ,Bhavin Apte,03-08-2023,4.74 ,83.00 ,4588.76 
1478.00 ,Kabir Ramakrishnan,11-12-2022,3.78 ,310.00 ,908.95 
1479.00 ,Mehul Kaur,4-28-2023,4.21 ,108.00 ,1669.32 
1480.00 ,Zoya Kala,7-19-2023,3.56 ,144.00 ,2835.06 
1481.00 ,Pari Sha,10-17-2022,3.92 ,128.00 ,3345.08 
1482.00 ,Urvi Jaggi,11-10-2022,4.03 ,328.00 ,2786.36 
1483.00 ,Vivaan Loke,7-20-2023,4.89 ,301.00 ,4152.56 
1484.00 ,Saanvi Ratti,3-17-2023,4.23 ,442.00 ,1209.95 
1485.00 ,Rati Yadav,2-25-2023,4.89 ,471.00 ,4783.80 
1486.00 ,Shanaya Swaminathan,10-06-2022,3.95 ,422.00 ,4271.85 
1487.00 ,Ishita Jha,6-14-2023,3.44 ,387.00 ,1769.84 
1488.00 ,Kiaan Ganguly,10-29-2022,3.08 ,141.00 ,1449.57 
1489.00 ,Raunak Sama,06-08-2023,4.00 ,461.00 ,3692.03 
1490.00 ,Mohanlal Hans,5-31-2023,4.99 ,372.00 ,1593.38 
1491.00 ,Nishith Jaggi,11-08-2022,4.77 ,295.00 ,4005.71 
1492.00 ,Aaryahi Chanda,05-08-2023,3.85 ,219.00 ,1131.07 
1493.00 ,Aaryahi Edwin,3-31-2023,4.83 ,56.00 ,3793.24 
1494.00 ,Shamik Cherian,11-17-2022,4.11 ,58.00 ,2440.61 
1495.00 ,Keya Kurian,1-20-2023,4.82 ,171.00 ,595.40 
1496.00 ,Nehmat Shere,03-11-2023,3.11 ,263.00 ,1246.85 
1497.00 ,Vardaniya Desai,10-12-2022,4.13 ,349.00 ,3296.60 
1498.00 ,Jayesh Dixit,8-25-2022,4.31 ,247.00 ,874.82 
1499.00 ,Aarush Sarkar,05-02-2023,3.68 ,327.00 ,2923.93 
1500.00 ,Nirvaan Kohli,11-20-2022,3.80 ,342.00 ,3287.59 
1501.00 ,Rania Gara,07-12-2023,3.72 ,64.00 ,1414.02 
1502.00 ,Jayant Lall,11-07-2022,3.65 ,157.00 ,2939.56 
1503.00 ,Riya Kibe,8-23-2022,3.20 ,369.00 ,3809.24 
1504.00 ,Gatik Tella,01-09-2023,3.27 ,344.00 ,1536.49 
1505.00 ,Aarush Chahal,9-17-2022,4.49 ,108.00 ,4791.38 
1506.00 ,Hiran Varghese,4-15-2023,3.03 ,335.00 ,1980.40 
1507.00 ,Bhamini Krishna,1-22-2023,3.65 ,489.00 ,2520.84 
1508.00 ,Shalv Rajagopalan,10-13-2022,4.12 ,258.00 ,4950.74 
1509.00 ,Tara Borra,03-11-2023,3.22 ,338.00 ,2639.04 
1510.00 ,Aaina Das,12-16-2022,3.48 ,388.00 ,1538.53 
1511.00 ,Advika Reddy,8-17-2022,4.51 ,497.00 ,2597.74 
1512.00 ,Tarini Zacharia,2-23-2023,3.68 ,305.00 ,4278.05 
1513.00 ,Urvi Dugal,9-29-2022,4.32 ,365.00 ,3678.23 
1514.00 ,Veer Mammen,7-29-2023,3.89 ,407.00 ,2664.01 
1515.00 ,Dhanuk Sama,9-28-2022,3.93 ,196.00 ,2245.73 
1516.00 ,Elakshi Dixit,11-20-2022,4.08 ,429.00 ,975.24 
1517.00 ,Kartik Taneja,09-05-2022,3.05 ,487.00 ,1162.62 
1518.00 ,Ira Gill,12-01-2022,3.32 ,429.00 ,3234.35 
1519.00 ,Aaina Ramachandran,9-27-2022,3.24 ,244.00 ,3369.34 
1520.00 ,Himmat Uppal,01-07-2023,3.49 ,325.00 ,2160.20 
1521.00 ,Adira Ahluwalia,8-23-2022,3.13 ,449.00 ,3269.17 
1522.00 ,Trisha Khurana,10-24-2022,3.94 ,112.00 ,2675.36 
1523.00 ,Akarsh Chaudry,10-23-2022,3.36 ,356.00 ,1257.75 
1524.00 ,Anya Balasubramanian,12-10-2022,4.84 ,148.00 ,540.73 
1525.00 ,Umang Bains,6-30-2023,4.18 ,238.00 ,2949.57 
1526.00 ,Farhan Choudhry,05-10-2023,4.15 ,454.00 ,4851.77 
1527.00 ,Biju Biswas,2-15-2023,4.27 ,153.00 ,4041.31 
1528.00 ,Rania De,05-01-2023,3.40 ,78.00 ,1135.89 
1529.00 ,Sumer Dugal,11-15-2022,3.82 ,150.00 ,1952.82 
1530.00 ,Hiran Das,04-02-2023,4.07 ,50.00 ,4233.49 
1531.00 ,Ritvik Ravel,2-17-2023,4.34 ,487.00 ,1005.83 
1532.00 ,Riya Rajan,2-20-2023,3.41 ,272.00 ,4145.77 
1533.00 ,Indranil Balan,11-28-2022,3.26 ,386.00 ,4792.59 
1534.00 ,Jayesh Vohra,11-16-2022,3.48 ,287.00 ,2869.54 
1535.00 ,Dishani Hayre,04-06-2023,3.92 ,55.00 ,2160.54 
1536.00 ,Alisha Sachdeva,8-17-2022,3.13 ,181.00 ,3425.45 
1537.00 ,Vedika Ramakrishnan,01-01-2023,3.82 ,68.00 ,1276.10 
1538.00 ,Aniruddh Bal,12-31-2022,4.98 ,370.00 ,3823.53 
1539.00 ,Indranil Goswami,07-12-2023,3.66 ,65.00 ,1024.79 
1540.00 ,Khushi Ganguly,8-24-2022,4.93 ,64.00 ,2340.19 
1541.00 ,Taran Chatterjee,09-02-2022,3.22 ,118.00 ,3616.59 
1542.00 ,Manjari Mahajan,04-05-2023,4.37 ,444.00 ,1252.07 
1543.00 ,Indranil Arya,11-11-2022,4.53 ,124.00 ,4525.02 
1544.00 ,Aaryahi Deshpande,07-08-2023,3.81 ,321.00 ,2931.85 
1545.00 ,Nayantara Tak,02-04-2023,3.05 ,169.00 ,780.29 
1546.00 ,Madhav Kala,10-23-2022,4.02 ,445.00 ,2119.25 
1547.00 ,Manikya Mand,3-24-2023,3.96 ,231.00 ,880.44 
1548.00 ,Vritika Tripathi,08-08-2023,3.30 ,76.00 ,1374.96 
1549.00 ,Urvi Varkey,07-09-2023,3.39 ,494.00 ,881.58 
1550.00 ,Anika Kunda,5-17-2023,3.66 ,405.00 ,919.81 
1551.00 ,Pranay Tiwari,05-02-2023,3.18 ,290.00 ,3151.17 
1552.00 ,Kashvi Magar,3-31-2023,4.15 ,274.00 ,2877.99 
1553.00 ,Saanvi Walia,8-26-2022,3.87 ,135.00 ,1616.01 
1554.00 ,Devansh Wable,11-08-2022,4.01 ,88.00 ,917.17 
1555.00 ,Stuvan Sabharwal,11-12-2022,3.35 ,414.00 ,735.21 
1556.00 ,Zain Sant,12-22-2022,4.53 ,221.00 ,4076.22 
1557.00 ,Nehmat Thaman,4-24-2023,4.87 ,401.00 ,2210.81 
1558.00 ,Shaan Baria,11-23-2022,3.41 ,161.00 ,2464.57 
1559.00 ,Aarush Sha,10-03-2022,3.17 ,162.00 ,2815.22 
1560.00 ,Jayesh Andra,12-14-2022,4.74 ,342.00 ,1552.54 
1561.00 ,Rasha Kunda,6-14-2023,4.89 ,251.00 ,2755.92 
1562.00 ,Anay Batta,6-13-2023,4.18 ,322.00 ,823.37 
1563.00 ,Elakshi Hari,10-07-2022,3.08 ,229.00 ,1466.14 
1564.00 ,Urvi Viswanathan,12-12-2022,3.64 ,152.00 ,2703.10 
1565.00 ,Taimur Gour,3-24-2023,4.59 ,60.00 ,4713.36 
1566.00 ,Lagan Balan,09-06-2022,3.74 ,419.00 ,2661.42 
1567.00 ,Badal Chaudhary,05-02-2023,3.85 ,109.00 ,4016.63 
1568.00 ,Saksham Keer,6-29-2023,3.04 ,331.00 ,1562.84 
1569.00 ,Lagan Dani,4-16-2023,3.08 ,455.00 ,4818.49 
1570.00 ,Kismat Vig,7-25-2023,4.78 ,312.00 ,3939.83 
1571.00 ,Hunar Ravel,10-19-2022,3.49 ,436.00 ,4774.56 
1572.00 ,Lakshit Doctor,4-29-2023,4.45 ,324.00 ,4393.05 
1573.00 ,Lakshit Krish,8-14-2022,3.38 ,109.00 ,710.00 
1574.00 ,Rhea Dara,8-22-2022,3.43 ,243.00 ,2539.62 
1575.00 ,Shalv Solanki,4-29-2023,3.74 ,473.00 ,2179.33 
1576.00 ,Vanya Ray,7-21-2023,4.90 ,483.00 ,3224.14 
1577.00 ,Jayesh Ghose,5-24-2023,3.08 ,130.00 ,3971.76 
1578.00 ,Anaya Dutt,02-11-2023,3.93 ,411.00 ,2733.54 
1579.00 ,Bhamini Tiwari,10-11-2022,3.41 ,444.00 ,2946.97 
1580.00 ,Prerak Roy,12-03-2022,4.53 ,158.00 ,1867.89 
1581.00 ,Ehsaan Ganesan,08-03-2023,3.21 ,390.00 ,4011.32 
1582.00 ,Baiju Sha,11-03-2022,3.13 ,437.00 ,4804.04 
1583.00 ,Adah Sekhon,2-26-2023,4.83 ,299.00 ,697.85 
1584.00 ,Vihaan Subramaniam,8-28-2022,4.02 ,114.00 ,807.22 
1585.00 ,Ehsaan Ramanathan,6-17-2023,4.72 ,486.00 ,3087.93 
1586.00 ,Zaina Shan,6-24-2023,4.82 ,291.00 ,615.10 
1587.00 ,Hansh Butala,4-27-2023,3.10 ,142.00 ,2267.29 
1588.00 ,Taimur Baria,09-12-2022,4.77 ,459.00 ,3748.35 
1589.00 ,Farhan Gera,4-19-2023,3.33 ,263.00 ,1778.57 
1590.00 ,Samar Singh,8-19-2022,3.48 ,297.00 ,4072.43 
1591.00 ,Gatik Korpal,06-08-2023,3.07 ,363.00 ,1482.90 
1592.00 ,Samiha Som,10-25-2022,3.33 ,122.00 ,3434.95 
1593.00 ,Sana Kumar,7-27-2023,4.35 ,136.00 ,1239.86 
1594.00 ,Sana Jhaveri,10-19-2022,3.33 ,180.00 ,4495.39 
1595.00 ,Khushi Guha,01-03-2023,3.20 ,253.00 ,3312.51 
1596.00 ,Eva Wagle,4-23-2023,4.04 ,449.00 ,3634.60 
1597.00 ,Mamooty Goda,12-12-2022,3.88 ,160.00 ,2228.37 
1598.00 ,Vivaan Kaur,9-15-2022,4.39 ,252.00 ,4894.88 
1599.00 ,Saanvi Contractor,11-14-2022,4.61 ,250.00 ,3589.76 
1600.00 ,Heer Buch,5-17-2023,3.61 ,260.00 ,4975.89 
1601.00 ,Aaina Chadha,8-24-2022,3.52 ,257.00 ,4270.49 
1602.00 ,Kiaan Batra,11-14-2022,3.36 ,76.00 ,4976.66 
1603.00 ,Myra Thaman,4-22-2023,3.72 ,398.00 ,2702.47 
